scene_id,collection,path,step,path_name,step_name,pool
IHTest_202108_DistStA/Path1_DistStA/Path1_Step4,IHTest_202108_DistStA,path1,path1_step4,Path1_DistStA,Path1_Step4,without_prior_cyl
IHTest_202108_DistStA/Path1_DistStA/Path1_Step9,IHTest_202108_DistStA,path1,path1_step9,Path1_DistStA,Path1_Step9,without_prior_cyl
IHTest_202108_DistStA/Path2_DistStA/Path2_Step1,IHTest_202108_DistStA,path2,path2_step1,Path2_DistStA,Path2_Step1,without_prior_cyl
IHTest_202108_DistStA/Path2_DistStA/Path2_Step2,IHTest_202108_DistStA,path2,path2_step2,Path2_DistStA,Path2_Step2,without_prior_cyl
IHTest_202108_DistStA/Path2_DistStA/Path2_Step3,IHTest_202108_DistStA,path2,path2_step3,Path2_DistStA,Path2_Step3,without_prior_cyl
IHTest_202108_DistStA/Path2_DistStA/Path2_Step4,IHTest_202108_DistStA,path2,path2_step4,Path2_DistStA,Path2_Step4,without_prior_cyl
IHTest_202108_DistStA/Path4_DistStA/Path4_Step5,IHTest_202108_DistStA,path4,path4_step5,Path4_DistStA,Path4_Step5,without_prior_cyl
IHTest_202108_DistStA/Path4_DistStA/Path4_Step6,IHTest_202108_DistStA,path4,path4_step6,Path4_DistStA,Path4_Step6,without_prior_cyl
IHTest_202108_DistStA/Path7_DistStA/Path7_Step22,IHTest_202108_DistStA,path7,path7_step22,Path7_DistStA,Path7_Step22,without_prior_cyl
IHTest_202108_DistStA/Path7_DistStA/Path7_Step9,IHTest_202108_DistStA,path7,path7_step9,Path7_DistStA,Path7_Step9,without_prior_cyl
IHTest_202108_DistStA/Path9_DistStA/Path9_Step11,IHTest_202108_DistStA,path9,path9_step11,Path9_DistStA,Path9_Step11,without_prior_cyl
IHTest_202108_DistStA/Path9_DistStA/Path9_Step17,IHTest_202108_DistStA,path9,path9_step17,Path9_DistStA,Path9_Step17,without_prior_cyl
IHTest_202108_DistStA/Path9_DistStA/Path9_Step4,IHTest_202108_DistStA,path9,path9_step4,Path9_DistStA,Path9_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path12_DistStA/Path12_Step1,IHTest_202204_DistStA-20221110,path12,path12_step1,Path12_DistStA,Path12_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step1,IHTest_202204_DistStA-20221110,path13,path13_step1,Path13_DistStA,Path13_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step10,IHTest_202204_DistStA-20221110,path13,path13_step10,Path13_DistStA,Path13_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step11,IHTest_202204_DistStA-20221110,path13,path13_step11,Path13_DistStA,Path13_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step12,IHTest_202204_DistStA-20221110,path13,path13_step12,Path13_DistStA,Path13_Step12,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step13,IHTest_202204_DistStA-20221110,path13,path13_step13,Path13_DistStA,Path13_Step13,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step14,IHTest_202204_DistStA-20221110,path13,path13_step14,Path13_DistStA,Path13_Step14,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step15,IHTest_202204_DistStA-20221110,path13,path13_step15,Path13_DistStA,Path13_Step15,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step16,IHTest_202204_DistStA-20221110,path13,path13_step16,Path13_DistStA,Path13_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step17,IHTest_202204_DistStA-20221110,path13,path13_step17,Path13_DistStA,Path13_Step17,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step2,IHTest_202204_DistStA-20221110,path13,path13_step2,Path13_DistStA,Path13_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step3,IHTest_202204_DistStA-20221110,path13,path13_step3,Path13_DistStA,Path13_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step4,IHTest_202204_DistStA-20221110,path13,path13_step4,Path13_DistStA,Path13_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step5,IHTest_202204_DistStA-20221110,path13,path13_step5,Path13_DistStA,Path13_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step6,IHTest_202204_DistStA-20221110,path13,path13_step6,Path13_DistStA,Path13_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step7,IHTest_202204_DistStA-20221110,path13,path13_step7,Path13_DistStA,Path13_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step8,IHTest_202204_DistStA-20221110,path13,path13_step8,Path13_DistStA,Path13_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path13_DistStA/Path13_Step9,IHTest_202204_DistStA-20221110,path13,path13_step9,Path13_DistStA,Path13_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step1,IHTest_202204_DistStA-20221110,path15,path15_step1,Path15_DistStA,Path15_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step11,IHTest_202204_DistStA-20221110,path15,path15_step11,Path15_DistStA,Path15_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step16,IHTest_202204_DistStA-20221110,path15,path15_step16,Path15_DistStA,Path15_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step21,IHTest_202204_DistStA-20221110,path15,path15_step21,Path15_DistStA,Path15_Step21,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step26,IHTest_202204_DistStA-20221110,path15,path15_step26,Path15_DistStA,Path15_Step26,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step31,IHTest_202204_DistStA-20221110,path15,path15_step31,Path15_DistStA,Path15_Step31,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step36,IHTest_202204_DistStA-20221110,path15,path15_step36,Path15_DistStA,Path15_Step36,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step41,IHTest_202204_DistStA-20221110,path15,path15_step41,Path15_DistStA,Path15_Step41,without_prior_cyl
IHTest_202204_DistStA-20221110/Path15_DistStA/Path15_Step6,IHTest_202204_DistStA-20221110,path15,path15_step6,Path15_DistStA,Path15_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path19_DistStA/Path19_Step1,IHTest_202204_DistStA-20221110,path19,path19_step1,Path19_DistStA,Path19_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path20_DistStA/Path20_Step1,IHTest_202204_DistStA-20221110,path20,path20_step1,Path20_DistStA,Path20_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step1,IHTest_202204_DistStA-20221110,path21,path21_step1,Path21_DistStA,Path21_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step10,IHTest_202204_DistStA-20221110,path21,path21_step10,Path21_DistStA,Path21_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step11,IHTest_202204_DistStA-20221110,path21,path21_step11,Path21_DistStA,Path21_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step12,IHTest_202204_DistStA-20221110,path21,path21_step12,Path21_DistStA,Path21_Step12,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step13,IHTest_202204_DistStA-20221110,path21,path21_step13,Path21_DistStA,Path21_Step13,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step14,IHTest_202204_DistStA-20221110,path21,path21_step14,Path21_DistStA,Path21_Step14,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step15,IHTest_202204_DistStA-20221110,path21,path21_step15,Path21_DistStA,Path21_Step15,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step16,IHTest_202204_DistStA-20221110,path21,path21_step16,Path21_DistStA,Path21_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step17,IHTest_202204_DistStA-20221110,path21,path21_step17,Path21_DistStA,Path21_Step17,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step18,IHTest_202204_DistStA-20221110,path21,path21_step18,Path21_DistStA,Path21_Step18,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step19,IHTest_202204_DistStA-20221110,path21,path21_step19,Path21_DistStA,Path21_Step19,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step2,IHTest_202204_DistStA-20221110,path21,path21_step2,Path21_DistStA,Path21_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step20,IHTest_202204_DistStA-20221110,path21,path21_step20,Path21_DistStA,Path21_Step20,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step21,IHTest_202204_DistStA-20221110,path21,path21_step21,Path21_DistStA,Path21_Step21,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step22,IHTest_202204_DistStA-20221110,path21,path21_step22,Path21_DistStA,Path21_Step22,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step23,IHTest_202204_DistStA-20221110,path21,path21_step23,Path21_DistStA,Path21_Step23,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step3,IHTest_202204_DistStA-20221110,path21,path21_step3,Path21_DistStA,Path21_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step4,IHTest_202204_DistStA-20221110,path21,path21_step4,Path21_DistStA,Path21_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step5,IHTest_202204_DistStA-20221110,path21,path21_step5,Path21_DistStA,Path21_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step6,IHTest_202204_DistStA-20221110,path21,path21_step6,Path21_DistStA,Path21_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step7,IHTest_202204_DistStA-20221110,path21,path21_step7,Path21_DistStA,Path21_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step8,IHTest_202204_DistStA-20221110,path21,path21_step8,Path21_DistStA,Path21_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path21_DistStA/Path21_Step9,IHTest_202204_DistStA-20221110,path21,path21_step9,Path21_DistStA,Path21_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path25_DistStA/Path25_Step1,IHTest_202204_DistStA-20221110,path25,path25_step1,Path25_DistStA,Path25_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step1,IHTest_202204_DistStA-20221110,path26,path26_step1,Path26_DistStA,Path26_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step10,IHTest_202204_DistStA-20221110,path26,path26_step10,Path26_DistStA,Path26_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step11,IHTest_202204_DistStA-20221110,path26,path26_step11,Path26_DistStA,Path26_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step12,IHTest_202204_DistStA-20221110,path26,path26_step12,Path26_DistStA,Path26_Step12,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step13,IHTest_202204_DistStA-20221110,path26,path26_step13,Path26_DistStA,Path26_Step13,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step14,IHTest_202204_DistStA-20221110,path26,path26_step14,Path26_DistStA,Path26_Step14,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step15,IHTest_202204_DistStA-20221110,path26,path26_step15,Path26_DistStA,Path26_Step15,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step16,IHTest_202204_DistStA-20221110,path26,path26_step16,Path26_DistStA,Path26_Step16,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step17,IHTest_202204_DistStA-20221110,path26,path26_step17,Path26_DistStA,Path26_Step17,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step18,IHTest_202204_DistStA-20221110,path26,path26_step18,Path26_DistStA,Path26_Step18,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step2,IHTest_202204_DistStA-20221110,path26,path26_step2,Path26_DistStA,Path26_Step2,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step20,IHTest_202204_DistStA-20221110,path26,path26_step20,Path26_DistStA,Path26_Step20,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step21,IHTest_202204_DistStA-20221110,path26,path26_step21,Path26_DistStA,Path26_Step21,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step22,IHTest_202204_DistStA-20221110,path26,path26_step22,Path26_DistStA,Path26_Step22,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step23,IHTest_202204_DistStA-20221110,path26,path26_step23,Path26_DistStA,Path26_Step23,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step24,IHTest_202204_DistStA-20221110,path26,path26_step24,Path26_DistStA,Path26_Step24,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step25,IHTest_202204_DistStA-20221110,path26,path26_step25,Path26_DistStA,Path26_Step25,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step26,IHTest_202204_DistStA-20221110,path26,path26_step26,Path26_DistStA,Path26_Step26,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step27,IHTest_202204_DistStA-20221110,path26,path26_step27,Path26_DistStA,Path26_Step27,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step3,IHTest_202204_DistStA-20221110,path26,path26_step3,Path26_DistStA,Path26_Step3,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step4,IHTest_202204_DistStA-20221110,path26,path26_step4,Path26_DistStA,Path26_Step4,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step5,IHTest_202204_DistStA-20221110,path26,path26_step5,Path26_DistStA,Path26_Step5,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step6,IHTest_202204_DistStA-20221110,path26,path26_step6,Path26_DistStA,Path26_Step6,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step7,IHTest_202204_DistStA-20221110,path26,path26_step7,Path26_DistStA,Path26_Step7,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step8,IHTest_202204_DistStA-20221110,path26,path26_step8,Path26_DistStA,Path26_Step8,without_prior_cyl
IHTest_202204_DistStA-20221110/Path26_DistStA/Path26_Step9,IHTest_202204_DistStA-20221110,path26,path26_step9,Path26_DistStA,Path26_Step9,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step1,IHTest_202204_DistStA-20221110,path28,path28_step1,Path28_DistStA,Path28_Step1,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step10,IHTest_202204_DistStA-20221110,path28,path28_step10,Path28_DistStA,Path28_Step10,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step11,IHTest_202204_DistStA-20221110,path28,path28_step11,Path28_DistStA,Path28_Step11,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step12,IHTest_202204_DistStA-20221110,path28,path28_step12,Path28_DistStA,Path28_Step12,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step13,IHTest_202204_DistStA-20221110,path28,path28_step13,Path28_DistStA,Path28_Step13,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step14,IHTest_202204_DistStA-20221110,path28,path28_step14,Path28_DistStA,Path28_Step14,without_prior_cyl
IHTest_202204_DistStA-20221110/Path28_DistStA/Path28_Step15,IHTest_202204_DistStA-20221110,path28,path28_step15,Path28_DistStA,Path28_Step15,without_prior_cyl
