frozen_manifest_version,scene_manifest_scope,collection,path,step,scene,release_registration_policy,registration_provenance_current,legacy_prior_cyl_member,legacy_source_pool,release_decision,release_reason,frozen_quant_gate_pass,prediction_ready_current,prediction_exclusion_reason_current,verdict,annotation_status,fit_ready,has_session_json,has_fit_json,fit_rmse_total_px,fit_rmse_u_px,fit_rmse_v_px,rmse_pass_le_5px,rmse_pass_le_10px,num_picked_pairs,elapsed_seconds_plausible_for_summary,replacement_count,clear_count,distance_agreement_status,distance_agreement_available_current,distance_sampled_points,distance_missing_depth_points,distance_scene_error_count,distance_near_points_0_10m,distance_middle_points_10_100m,distance_far_points_100_inf,distance_max_error_percent_of_picked_range,distance_median_error_percent_of_picked_range,distance_mean_error_percent_of_picked_range,distance_max_error_m,distance_median_error_m,distance_all_points_pass_le_1pct,distance_all_points_pass_le_5pct,candidate_rmse5_distance5_current,has_cleanup_review,cleanup_status,cleanup_region_count,cleanup_region_ids_json,cleanup_regions_json,selection_mode_summary_json,center_x_m,center_y_m,center_z_m,half_extent_m,removed_points,kept_points,source_projection_las,cleaned_las,raw_overlay,cleanup_overlay,updated_at,fit_json,session_json,projected_depth_label_path_current,exclusion_reason,timing_exclusion_reason,qc_status,qc_majority_verdict,qc_num_reviews,qc_vote_good,qc_vote_usable_with_caution,qc_vote_bad,qc_mean_seconds,qc_notes,corresp_path,cyl_path,hdr_path,bsq_path,las_path,join_key
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step10,IHTest_202009_DistStA / path4 / path4_step10,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,9.525603614434385,9.02550617296824,3.045876317422876,False,True,8,170.947782,1.0,0.0,computed_r4p0_frozen,True,8,0,0,0,7,1,66.31441313305659,4.359108137033047,15.404827152179324,76.79301070907185,1.6332945899508466,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step10/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step10/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step10/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step10
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step11,IHTest_202009_DistStA / path4 / path4_step11,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,4.727202987233276,3.8232942389554174,2.780084395279669,True,True,8,151.891803,2.0,0.0,computed_r4p0_frozen,True,8,0,0,0,8,0,76.65337495196019,54.83383439970453,51.21144454558205,42.21223897733192,15.021653158526147,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step11/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step11/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step11/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step11
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step12,IHTest_202009_DistStA / path4 / path4_step12,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,23.20121282091034,20.64532864799177,10.586155174452358,False,False,10,485.189745,5.0,0.0,computed_r4p0_frozen,True,3,7,0,0,3,0,25.2839918580052,0.663326609992965,8.701404012527528,4.380924357546444,0.1775586684645489,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step12/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step12/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step12/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step12
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step13,IHTest_202009_DistStA / path4 / path4_step13,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,5.818113112178629,4.437918982890139,3.762355018789195,False,True,10,471.629371,1.0,0.0,computed_r4p0_frozen,True,9,1,0,0,9,0,40.77793687948628,0.8118533074294281,6.098708061640915,12.344886047499385,0.1901835052649829,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step13/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step13/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step13/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step13
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step14,IHTest_202009_DistStA / path4 / path4_step14,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,14.21329547558072,12.913907786452052,5.937066107024283,False,False,10,704.880125,12.0,0.0,computed_r4p0_frozen,True,8,2,0,0,8,0,44.2103210456056,1.8000373248258934,6.873880331164598,7.638409616754572,0.3127375487441082,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step14/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step14/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step14/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step14
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step15,IHTest_202009_DistStA / path4 / path4_step15,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,17.17735080187731,16.760592352894342,3.760840936659607,False,False,10,319.767541,7.0,0.0,computed_r4p0_frozen,True,8,2,0,0,8,0,51.90030242503882,2.281048231607914,19.345892309221675,21.51163590540383,0.7865691159180681,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step15/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step15/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step15/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step15
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step16,IHTest_202009_DistStA / path4 / path4_step16,ours_only,ours_session_no_fit,False,without_prior_cyl,defer,missing final qc verdict,False,False,no_fit_ready_missing_projected_depth_label,,no_fit_ready,False,True,False,,,,False,False,0,,0.0,0.0,computed_r4p0_frozen,False,0,0,0,0,0,0,,,,,,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step16/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step16/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step16
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step2,IHTest_202009_DistStA / path4 / path4_step2,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,211.51113712906863,210.28292648793035,22.760754761285007,False,False,9,297.540112,3.0,0.0,computed_r4p0_frozen,True,1,8,0,0,0,1,0.7932875975575976,0.7932875975575976,0.7932875975575976,1.6780654909580903,1.6780654909580903,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step2/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step2/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step2
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step3,IHTest_202009_DistStA / path4 / path4_step3,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,284.54391025639006,284.16939658614274,14.594208024558284,False,False,9,87.017783,0.0,0.0,computed_r4p0_frozen,True,0,9,0,0,0,0,,,,,,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step3/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step3/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step3/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step3
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step4,IHTest_202009_DistStA / path4 / path4_step4,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,4.521098802961157,1.9345164578128016,4.0863162457876685,True,True,9,283.355259,3.0,0.0,computed_r4p0_frozen,True,9,0,0,0,8,1,21.12004653252181,0.0490029788694219,4.465385036132442,6.25081234025113,0.0422132009210827,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step4/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step4/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step4/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step4
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step5,IHTest_202009_DistStA / path4 / path4_step5,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,6.354408771768116,3.091054144718232,5.551927153083316,False,True,9,211.194568,5.0,0.0,computed_r4p0_frozen,True,9,0,0,0,9,0,10.708853393147251,0.1533220681649216,1.3792388676965794,3.0525006561535584,0.0248187383036651,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step5/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step5/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step5/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step5
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step6,IHTest_202009_DistStA / path4 / path4_step6,ours_only,ours_fit_ready,False,without_prior_cyl,defer,missing final qc verdict,False,True,,,impossible_scene_no_verdict_recorded,True,True,True,43.91238099585614,37.92923397028016,22.12849780606385,False,False,8,,1.0,0.0,computed_r4p0_frozen,True,7,1,0,0,7,0,23.266718325489485,1.319831940895951,5.56503434564338,13.94953227661911,0.5557367286282187,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step6/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step6/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step6/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step6
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step7,IHTest_202009_DistStA / path4 / path4_step7,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,9.996192515683395,7.190344097219485,6.94426501324551,False,True,9,215.665352,16.0,0.0,computed_r4p0_frozen,True,8,1,0,0,8,0,12.871465491472746,0.2583587205376142,2.6933672676418112,2.690706075594964,0.0948617119211014,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step7/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step7/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step7/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step7
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step8,IHTest_202009_DistStA / path4 / path4_step8,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,4.915495892252047,4.2625217251070495,2.4480621744018616,True,True,8,131.607238,7.0,0.0,computed_r4p0_frozen,True,8,0,0,0,8,0,33.247910264124165,0.1693633410269865,9.817336219321003,16.338337688299234,0.0987146107994796,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step8/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step8/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step8/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step8
v0,all_306_scenes,IHTest_202009_DistStA,path4,path4_step9,IHTest_202009_DistStA / path4 / path4_step9,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,3.118979188742569,2.221658909124447,2.189123767930272,True,True,9,162.774533,1.0,0.0,computed_r4p0_frozen,True,9,0,0,0,9,0,76.78879527900207,1.5264847996076227,17.6619821231268,15.705254041692296,0.5637804338611545,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step9/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path4/path4_step9/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path4/path4_step9/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path4|path4_step9
v0,all_306_scenes,IHTest_202009_DistStA,path5,path5_step1,IHTest_202009_DistStA / path5 / path5_step1,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,7.715476757307816,6.547871193527985,4.080926907642862,False,True,9,360.211379,1.0,0.0,computed_r4p0_frozen,True,8,1,0,0,8,0,37.769988279755225,4.008844885047886,9.83230303084168,20.047996284377646,1.020692768928244,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step1/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step1/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path5/path5_step1/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path5|path5_step1
v0,all_306_scenes,IHTest_202009_DistStA,path5,path5_step10,IHTest_202009_DistStA / path5 / path5_step10,ours_only,ours_fit_ready,False,without_prior_cyl,exclude,qc verdict bad,False,True,,bad,annotated,True,True,True,2.4409397253108907,2.3973919771430547,0.4590190088993304,True,True,9,259.218929,0.0,0.0,computed_r4p0_frozen,True,9,0,0,0,9,0,63.31240562655571,0.1888797473487173,13.3793180784083,23.71253461761495,0.0649546728029548,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step10/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step10/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path5/path5_step10/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path5|path5_step10
v0,all_306_scenes,IHTest_202009_DistStA,path5,path5_step2,IHTest_202009_DistStA / path5 / path5_step2,ours_only,ours_fit_ready,False,without_prior_cyl,defer,qc verdict usable with caution,False,True,,usable with caution,annotated,True,True,True,3.2712631406178585,1.118651126594282,3.074049803131752,True,True,10,308.992465,1.0,0.0,computed_r4p0_frozen,True,10,0,0,0,10,0,47.10378979622317,0.5090969056917288,10.780706165551262,20.137502035305964,0.1131664550876649,False,False,False,False,not_reviewed,0,,,,,,,,,,,,,,,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step2/fit.json,analysis/annotation_workspace_nocyl/IHTest_202009_DistStA/path5/path5_step2/session.json,analysis/depth_labels/platform_sphere_r4p0/IHTest_202009_DistStA/path5/path5_step2/projected_lidar_depth_label.npz,,,,,,,,,,,,,,,,IHTest_202009_DistStA|path5|path5_step2
